10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
32.5,29.533333333333335,9.85,11.38,12.4,22.757142857142856,20.525,15.322222222222223,7.75,16.936363636363637,13.058333333333334,9.361538461538462,16.442857142857143,14.76,29.65,39.0,11.45,23.13684210526316,33.57
