1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000,15500,16000,16500,17000,17500,18000,18500,19000,19500,20000
3.949,3.715736040609137,5.438314944834503,9.07527975584944,12.952525252525252,22.136683417085425,51.834,52.39778449144008,53.90817356205853,98.962888665998,164.1935807422267,243.9367469879518,314.099,405.413,508.577,594.206,702.353,809.258,935.457,1053.135,1213.387,1334.275,1491.908,1614.787,1776.956,1936.638,2110.05,2305.473,2473.143,2672.92,2875.556,3140.715,3314.621,3510.403,3769.241,3983.485,4210.891,4513.758,4858.096
