1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000,15500,16000,16500,17000,17500,18000,18500,19000,19500,20000
5.263,8.440999999999999,9.778551020408162,13.176714285714286,17.766,21.267163265306124,28.31230612244898,36.76804081632653,49.641020408163264,66.4525918367347,121.31099999999999,171.244,241.30632653061224,360.662,408.213,452.15500000000003,524.0310000000001,607.771,706.772,790.745,894.8799999999999,1010.1129999999999,1121.73,1230.843,1365.394,1460.5549999999998,1607.612,1746.3880000000001,1846.833,2010.9240000000002,2218.098,2475.471,2722.549,2918.173,3130.921,3372.727,3729.185,3760.219,3844.142
