10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
44.36363636363637,11.416666666666666,11.0,7.833333333333333,25.782608695652176,19.714285714285715,8.375,30.48,10.0,33.51428571428571,12.11111111111111,101.77272727272727,21.157894736842106,42.125,53.89473684210526,37.827238293872536,44.111111111111111,51.757284716842106,46.625
