1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000,15500,16000,16500,17000,17500,18000,18500,19000,19500,20000
4.42,4.137816326530612,6.649551020408164,9.94369387755102,17.138897959183673,34.91451020408163,36.99918367346939,53.799571428571426,60.60504081632653,101.091,159.832,233.494,313.52200000000005,398.87600000000003,492.304,600.61,699.731,830.8979999999999,935.449,1054.961,1193.105,1324.658,1470.382,1616.6200000000001,1773.2959999999998,1964.003,2108.76,2319.732,18392.968,2756.918,2828.237,3033.31,3287.665,4213.965,3880.782,4070.7019999999998,4262.099,4485.893,4751.925
