10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
132.95,23.3,18.475,16.1,33.03333333333333,10.942857142857143,18.5,34.56666666666667,13.05,11.2,35.35,31.630769230769232,32.68571428571428,47.67333333333333,36.46875,26.44705882352941,20.094444444444445,27.89333333333333,31.35
