200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
22.88,10.535714285714286,13.2,9.270588235294118,16.31,8.625,10.093023255813954,9.0,11.880434782608695,7.383720930232558,8.232558139534884,11.348314606741573,11.69767441860465,11.301204819277109,8.869047619047619,9.387096774193548,10.232558139534884,11.206896551724139,8.837209302325581
