1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000,15500,16000,16500,17000,17500,18000,18500,19000,19500,20000
5.35,6.496957403651115,9.372,12.735353535353536,15.956389452332656,22.643,28.254783484390735,35.21313131313131,45.195367573011076,65.8504016064257,113.148,166.397,230.303,296.936,370.458,446.059,528.777,646.92,713.949,812.465,905.847,1010.312,1122.239,1224.978,1368.662,1488.668,1611.704,1743.569,1884.88,2020.098,2184.102,2341.139,2465.369,2604.031,2804.124,2985.617,3168.1,3313.424,3472.184
