200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
76.81,7.741573033707865,7.373493975903615,5.7073170731707314,8.761904761904763,6.578313253012048,7.793478260869565,5.7560975609756095,8.663157894736843,5.650602409638554,12.3125,11.159574468085106,6.204819277108434,7.36144578313253,9.782608695652174,9.878787878787879,8.627906976744185,5.904761904761905,5.512195121951219
